Timestamp,Street,Event,Details
2025-10-12T19:05:23.234673,,Geocode Success,"89 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:23.487830,,Geocode Success,"LINZ: 89 Aviemore Drive, Highland Park, Auckland → -36.9061917, 174.9049633"
2025-10-12T19:05:23.863467,,Geocode Success,"59 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:24.169107,,Geocode Success,"LINZ: 59 Aviemore Drive, Highland Park, Auckland → -36.90421287, 174.9047538"
2025-10-12T19:05:24.623181,,Geocode Success,"21 Belgate Place, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:24.904866,,Geocode Success,"LINZ: 21 Belgate Place, Somerville, Auckland → -36.91113792, 174.927218"
2025-10-12T19:05:25.264566,,Geocode Success,"23 Palmcrest Grove, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:25.545726,,Geocode Success,"LINZ: 23 Palmcrest Grove, Highland Park, Auckland → -36.90239785, 174.9061027"
2025-10-12T19:05:25.904615,,Geocode Success,"702 Pakuranga Road, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:26.120923,,Geocode Success,"LINZ: 702 Pakuranga Road, Howick, Auckland → -36.89882635, 174.9178044"
2025-10-12T19:05:26.418098,,Geocode Success,"68 Alicia Road, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:26.618909,,Geocode Success,"LINZ: 68 Alicia Road, Somerville, Auckland → -36.91069488, 174.9379552"
2025-10-12T19:05:26.916458,,Geocode Success,"44 Edendale Road, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:27.165834,,Geocode Success,"LINZ: 44 Edendale Road, Somerville, Auckland → -36.91150113, 174.9290791"
2025-10-12T19:05:27.511393,,Geocode Success,"46 Edendale Road, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:27.714447,,Geocode Success,"LINZ: 46 Edendale Road, Somerville, Auckland → -36.91126932, 174.9289384"
2025-10-12T19:05:27.996703,,Geocode Success,"2 Belgate Place, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:28.261387,,Geocode Success,"LINZ: 2 Belgate Place, Somerville, Auckland → -36.91072098, 174.9286089"
2025-10-12T19:05:28.603843,,Geocode Success,"72 Edendale Road, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:28.807619,,Geocode Success,"LINZ: 72 Edendale Road, Somerville, Auckland → -36.90867618, 174.9305152"
2025-10-12T19:05:29.091000,,Geocode Success,"53 O'Halloran Road, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:29.323218,,Geocode Success,"LINZ: 53 O'Halloran Road, Howick, Auckland → -36.8957141, 174.9206852"
2025-10-12T19:05:29.632458,,Geocode Success,"172 Botany Road, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:29.881235,,Geocode Success,"LINZ: 172 Botany Road, Botany Downs, Auckland → -36.91408478, 174.9161726"
2025-10-12T19:05:30.143515,,Geocode Success,"178 Botany Road, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:30.392106,,Geocode Success,"LINZ: 178 Botany Road, Botany Downs, Auckland → -36.91448028, 174.916341"
2025-10-12T19:05:30.684347,,Geocode Success,"20 Mirrabooka Avenue, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:30.869874,,Geocode Success,"LINZ: 20 Mirrabooka Avenue, Botany Downs, Auckland → -36.91020433, 174.9240548"
2025-10-12T19:05:31.583493,,LINZ Miss,"9 Mirrabooka Avenue, Botany Downs, Auckland → not found in LINZ sources (Auckland-gated)"
2025-10-12T19:05:31.754653,,Geocode Fallback,"LINZ failed for 9 Mirrabooka Avenue, Botany Downs, Auckland"
2025-10-12T19:05:33.204120,,Geocode Variant Used,geocode.xyz used: Nearby-biased
2025-10-12T19:05:33.267220,,Geocode Success,"geocode.xyz: 9 Mirrabooka Avenue, Botany Downs, Auckland → lat:-36.91013, lon:174.92366"
2025-10-12T19:05:33.407928,,Geocode Source,"geocode.xyz returned: ('9 Mirrabooka Avenue, Botany Downs, Auckland', -36.91013, 174.92366, '') for input: 9 Mirrabooka Avenue, Botany Downs, Auckland"
2025-10-12T19:05:34.051083,,Geocode Success,"14 Mirrabooka Avenue, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:34.270620,,Geocode Success,"LINZ: 14 Mirrabooka Avenue, Botany Downs, Auckland → -36.91004731, 174.9242015"
2025-10-12T19:05:34.566571,,Geocode Success,"13 Bunker Rise, Golflands, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:34.814172,,Geocode Success,"LINZ: 13 Bunker Rise, Golflands, Auckland → -36.92868663, 174.9078328"
2025-10-12T19:05:35.142362,,Geocode Success,"4 Bunker Rise, Golflands, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:35.330476,,Geocode Success,"LINZ: 4 Bunker Rise, Golflands, Auckland → -36.9289267, 174.9081434"
2025-10-12T19:05:35.610269,,Geocode Success,"2 Nagle Place, Golflands, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:35.798595,,Geocode Success,"LINZ: 2 Nagle Place, Golflands, Auckland → -36.92879458, 174.9087673"
2025-10-12T19:05:36.128110,,Geocode Success,"22 Carriage Close, Northpark, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:36.378789,,Geocode Success,"LINZ: 22 Carriage Close, Northpark, Auckland → -36.91582802, 174.9226905"
2025-10-12T19:05:36.676718,,Geocode Success,"14 Els Close, Golflands, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:36.911098,,Geocode Success,"LINZ: 14 Els Close, Golflands, Auckland → -36.92824297, 174.9080115"
2025-10-12T19:05:37.225579,,Geocode Success,"4 Crescent Hills Court, Northpark, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:37.444151,,Geocode Success,"LINZ: 4 Crescent Hills Court, Northpark, Auckland → -36.91851152, 174.9254718"
2025-10-12T19:05:37.756648,,Geocode Success,"18 Royalle Mews, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:37.977842,,Geocode Success,"LINZ: 18 Royalle Mews, Botany Downs, Auckland → -36.90948742, 174.917709"
2025-10-12T19:05:38.273488,,Geocode Success,"5 Kallaroo Place, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:38.522422,,Geocode Success,"LINZ: 5 Kallaroo Place, Botany Downs, Auckland → -36.91326345, 174.9207951"
2025-10-12T19:05:38.835756,,Geocode Success,"8 The Green, Golflands, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:38.974485,,Geocode Success,"LINZ: 8 The Green, Golflands, Auckland → -36.91978077, 174.9069734"
2025-10-12T19:05:39.393924,,Geocode Success,"11 Nypa Way, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:39.674252,,Geocode Success,"LINZ: 11 Nypa Way, Somerville, Auckland → -36.90792988, 174.9323795"
2025-10-12T19:05:40.014891,,Geocode Success,"72 Drake Street, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:40.360398,,Geocode Success,"LINZ: 72 Drake Street, Howick, Auckland → -36.89964167, 174.9298111"
2025-10-12T19:05:40.687375,,Geocode Success,"64 Drake Street, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:40.968026,,Geocode Success,"LINZ: 64 Drake Street, Howick, Auckland → -36.89970628, 174.9306199"
2025-10-12T19:05:41.248342,,Geocode Success,"42 Drake Street, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:41.417664,,Geocode Success,"LINZ: 42 Drake Street, Howick, Auckland → -36.90012817, 174.9321474"
2025-10-12T19:05:41.711348,,Geocode Success,"40 Drake Street, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:41.945670,,Geocode Success,"LINZ: 40 Drake Street, Howick, Auckland → -36.90022498, 174.932335"
2025-10-12T19:05:42.696708,,LINZ Miss,"55 Drake Street, Howick, Auckland → not found in LINZ sources (Auckland-gated)"
2025-10-12T19:05:42.882138,,Geocode Fallback,"LINZ failed for 55 Drake Street, Howick, Auckland"
2025-10-12T19:05:44.389854,,Geocode Variant Used,Nominatim used: Nearby-biased
2025-10-12T19:05:44.575830,,Geocode Success,"Nominatim: 55 Drake Street, Howick, Auckland → lat:-36.8993706, lon:174.9311347"
2025-10-12T19:05:44.748593,,Geocode Source,"Nominatim returned: ('Drake Street, Howick, Auckland', -36.8993706, 174.9311347, '2014') for input: 55 Drake Street, Howick, Auckland"
2025-10-12T19:05:45.479801,,LINZ Miss,"57 Drake Street, Howick, Auckland → not found in LINZ sources (Auckland-gated)"
2025-10-12T19:05:45.637604,,Geocode Fallback,"LINZ failed for 57 Drake Street, Howick, Auckland"
2025-10-12T19:05:47.124532,,Geocode Variant Used,geocode.xyz used: Nearby-biased
2025-10-12T19:05:47.280601,,Geocode Success,"geocode.xyz: 57 Drake Street, Howick, Auckland → lat:-36.89945, lon:174.93089"
2025-10-12T19:05:47.404457,,Geocode Source,"geocode.xyz returned: ('57 Drake Street, Howick, Auckland', -36.89945, 174.93089, '') for input: 57 Drake Street, Howick, Auckland"
2025-10-12T19:05:47.780433,,Geocode Success,"23 Baird Street, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:47.971002,,Geocode Success,"LINZ: 23 Baird Street, Howick, Auckland → -36.90048198, 174.9309772"
2025-10-12T19:05:48.253110,,Geocode Success,"1 Stockade View Lane, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:48.408848,,Geocode Success,"LINZ: 1 Stockade View Lane, Howick, Auckland → -36.8978012, 174.9317788"
2025-10-12T19:05:48.703464,,Geocode Success,"3 Athenry Place, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:48.874624,,Geocode Success,"LINZ: 3 Athenry Place, Dannemora, Auckland → -36.92921805, 174.9218251"
2025-10-12T19:05:49.109747,,Geocode Success,"27 Athenry Place, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:49.297673,,Geocode Success,"LINZ: 27 Athenry Place, Dannemora, Auckland → -36.9303555, 174.9202783"
2025-10-12T19:05:49.606364,,Geocode Success,"21 Athenry Place, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:49.837660,,Geocode Success,"LINZ: 21 Athenry Place, Dannemora, Auckland → -36.92987067, 174.9207648"
2025-10-12T19:05:50.148480,,Geocode Success,"10 Balbriggan Rise, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:50.318317,,Geocode Success,"LINZ: 10 Balbriggan Rise, Dannemora, Auckland → -36.93027865, 174.9229539"
2025-10-12T19:05:50.563575,,Geocode Success,"3 Balbriggan Rise, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:50.808879,,Geocode Success,"LINZ: 3 Balbriggan Rise, Dannemora, Auckland → -36.93078775, 174.9228258"
2025-10-12T19:05:51.102165,,Geocode Success,"42 Keppoch Court, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:51.352981,,Geocode Success,"LINZ: 42 Keppoch Court, Dannemora, Auckland → -36.92766952, 174.9192487"
2025-10-12T19:05:51.663932,,Geocode Success,"30 Botany Road, Howick, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:05:51.868539,,Geocode Success,"LINZ: 30 Botany Road, Howick, Auckland → -36.90142063, 174.9188992"
2025-10-12T19:12:34.688504,,Session Start,Script started and corrections_log.csv initialized.
2025-10-12T19:12:34.690664,,Session Start,Script started and corrections_log.csv initialized.
2025-10-12T19:12:59.268183,,Geocode Success,"7 Sheffield Place, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:12:59.532672,,Geocode Success,"LINZ: 7 Sheffield Place, Botany Downs, Auckland → -36.9076804, 174.9174203"
2025-10-12T19:12:59.844733,,Geocode Success,"65 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:13:00.079875,,Geocode Success,"LINZ: 65 Aviemore Drive, Highland Park, Auckland → -36.90476862, 174.9047863"
2025-10-12T19:13:00.376872,,Geocode Success,"58 Tarnica Road, Northpark, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:13:00.625754,,Geocode Success,"LINZ: 58 Tarnica Road, Northpark, Auckland → -36.92629249, 174.9144777"
2025-10-12T19:13:00.956776,,Geocode Success,"10 Fencotie Place, Northpark, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:13:01.208877,,Geocode Success,"LINZ: 10 Fencotie Place, Northpark, Auckland → -36.92733825, 174.9133632"
2025-10-12T19:13:01.521218,,Geocode Success,"4 Glassonby Road, Northpark, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:13:01.756023,,Geocode Success,"LINZ: 4 Glassonby Road, Northpark, Auckland → -36.9256841, 174.9139537"
2025-10-12T19:13:02.119326,,Geocode Success,"15 Aspatria Place, Northpark, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:13:02.354557,,Geocode Success,"LINZ: 15 Aspatria Place, Northpark, Auckland → -36.92471437, 174.9155052"
2025-10-12T19:13:02.606515,,Geocode Success,"14 Aspatria Place, Northpark, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:13:02.854165,,Geocode Success,"LINZ: 14 Aspatria Place, Northpark, Auckland → -36.92480975, 174.9153328"
2025-10-12T19:13:03.093461,,Geocode Success,"12 Anthony Place, Pakuranga, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:13:03.330268,,Geocode Success,"LINZ: 12 Anthony Place, Pakuranga, Auckland → -36.91422155, 174.8677362"
2025-10-12T19:13:04.172119,,LINZ Miss,"2 Anthony Place, Pakuranga, Auckland → not found in LINZ sources (Auckland-gated)"
2025-10-12T19:13:04.327446,,Geocode Fallback,"LINZ failed for 2 Anthony Place, Pakuranga, Auckland"
2025-10-12T19:13:05.730403,,Geocode Failed,"geocode.xyz → 2 Anthony Place, Pakuranga, Auckland (invalid)"
2025-10-12T19:13:06.057053,,Geocode Variant Used,Nominatim used: Nearby-biased
2025-10-12T19:13:06.243934,,Geocode Success,"Nominatim: 2 Anthony Place, Pakuranga, Auckland → lat:-36.9141854, lon:174.8684727"
2025-10-12T19:13:06.415798,,Geocode Source,"Nominatim returned: ('Anthony Place, Pakūranga, Auckland', -36.9141854, 174.8684727, '2010') for input: 2 Anthony Place, Pakuranga, Auckland"
2025-10-12T19:13:06.790468,,Geocode Success,"42 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:13:07.057416,,Geocode Success,"LINZ: 42 Aviemore Drive, Highland Park, Auckland → -36.90194977, 174.9053192"
2025-10-12T19:13:07.415619,,Geocode Success,"50 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:13:07.633524,,Geocode Success,"LINZ: 50 Aviemore Drive, Highland Park, Auckland → -36.90232013, 174.9052988"
2025-10-12T19:13:07.914776,,Geocode Success,"2 Dale Crescent, Pakuranga, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:13:08.148856,,Geocode Success,"LINZ: 2 Dale Crescent, Pakuranga, Auckland → -36.91477022, 174.8668704"
2025-10-12T19:13:08.490713,,Geocode Success,"2 Spenbrooke Road, Flat Bush, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:13:08.741963,,Geocode Success,"LINZ: 2 Spenbrooke Road, Flat Bush, Auckland → -36.95182723, 174.9082965"
2025-10-12T19:13:09.020910,,Geocode Success,"160 Kohimarama Road, Kohimarama, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:13:09.269843,,Geocode Success,"LINZ: 160 Kohimarama Road, Kohimarama, Auckland → -36.85796797, 174.8370535"
2025-10-12T19:13:09.570876,,Geocode Success,"13 Weri Road, Karaka, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:13:09.790279,,Geocode Success,"LINZ: 13 Weri Road, Karaka, Auckland → -37.09908441, 174.936907"
2025-10-12T19:13:10.194085,,Geocode Success,"19 Hope Farm Avenue, Pakuranga Heights, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:13:10.443159,,Geocode Success,"LINZ: 19 Hope Farm Avenue, Pakuranga Heights, Auckland → -36.9125845, 174.8969052"
2025-10-12T19:13:10.820853,,Geocode Success,"39 Dalwhinnie Parade, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:13:11.118990,,Geocode Success,"LINZ: 39 Dalwhinnie Parade, Highland Park, Auckland → -36.90298093, 174.912626"
2025-10-12T19:13:11.531478,,Geocode Success,"39 Highland Park Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:13:11.845387,,Geocode Success,"LINZ: 39 Highland Park Drive, Highland Park, Auckland → -36.90209405, 174.9118889"
2025-10-12T19:13:12.235750,,Geocode Success,"8 Kincraig Place, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:13:12.471721,,Geocode Success,"LINZ: 8 Kincraig Place, Highland Park, Auckland → -36.9037778, 174.91321"
2025-10-12T19:13:13.189445,,LINZ Miss,"12 Veagh Place, Highland Park, Auckland → not found in LINZ sources (Auckland-gated)"
2025-10-12T19:13:13.329953,,Geocode Fallback,"LINZ failed for 12 Veagh Place, Highland Park, Auckland"
2025-10-12T19:13:14.491156,,Geocode Failed,"geocode.xyz → 12 Veagh Place, Highland Park, Auckland (invalid)"
2025-10-12T19:13:14.758129,,Geocode Variant Used,Nominatim used: Nearby-biased
2025-10-12T19:13:14.914364,,Geocode Success,"Nominatim: 12 Veagh Place, Highland Park, Auckland → lat:-36.9044121, lon:174.9090551"
2025-10-12T19:13:15.071357,,Geocode Source,"Nominatim returned: ('Veagh Place, Highland Park, Auckland', -36.9044121, 174.9090551, '2143') for input: 12 Veagh Place, Highland Park, Auckland"
2025-10-12T19:13:15.912038,,LINZ Miss,"18 Veagh Place, Highland Park, Auckland → not found in LINZ sources (Auckland-gated)"
2025-10-12T19:13:16.084723,,Geocode Fallback,"LINZ failed for 18 Veagh Place, Highland Park, Auckland"
2025-10-12T19:13:17.414631,,Geocode Variant Used,Nominatim used: Nearby-biased
2025-10-12T19:13:17.569463,,Geocode Success,"Nominatim: 18 Veagh Place, Highland Park, Auckland → lat:-36.9046617, lon:174.9091933"
2025-10-12T19:13:17.756395,,Geocode Source,"Nominatim returned: ('Veagh Place, Highland Park, Auckland', -36.9046617, 174.9091933, '2143') for input: 18 Veagh Place, Highland Park, Auckland"
2025-10-12T19:13:18.176144,,Geocode Success,"29 Dalwhinnie Parade, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:13:18.424481,,Geocode Success,"LINZ: 29 Dalwhinnie Parade, Highland Park, Auckland → -36.9020446, 174.9146806"
2025-10-12T19:13:19.117100,,LINZ Miss,"60 Highland Park Drive, Highland Park, Auckland → not found in LINZ sources (Auckland-gated)"
2025-10-12T19:13:19.273501,,Geocode Fallback,"LINZ failed for 60 Highland Park Drive, Highland Park, Auckland"
2025-10-12T19:13:20.745512,,Geocode Variant Used,Nominatim used: Nearby-biased
2025-10-12T19:13:20.950477,,Geocode Success,"Nominatim: 60 Highland Park Drive, Highland Park, Auckland → lat:-36.9022471, lon:174.9129474"
2025-10-12T19:13:21.137456,,Geocode Source,"Nominatim returned: ('Highland Park Drive, Highland Park, Auckland', -36.9022471, 174.9129474, '2143') for input: 60 Highland Park Drive, Highland Park, Auckland"
2025-10-12T19:13:22.537173,,Geocode Success,"92 Vale Road, Saint Heliers, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:13:22.786926,,Geocode Success,"LINZ: 92 Vale Road, Saint Heliers, Auckland → -36.85422133, 174.8667624"
2025-10-12T19:13:23.145043,,Geocode Success,"101 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:13:23.394899,,Geocode Success,"LINZ: 101 Aviemore Drive, Highland Park, Auckland → -36.90688755, 174.9052152"
2025-10-12T19:13:23.768519,,Geocode Success,"89 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:13:24.002281,,Geocode Success,"LINZ: 89 Aviemore Drive, Highland Park, Auckland → -36.9061917, 174.9049633"
2025-10-12T19:13:24.362515,,Geocode Success,"59 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:13:24.625666,,Geocode Success,"LINZ: 59 Aviemore Drive, Highland Park, Auckland → -36.90421287, 174.9047538"
2025-10-12T19:13:24.953391,,Geocode Success,"21 Belgate Place, Somerville, Auckland → matched in LINZ_SQLITE"
2025-10-12T19:13:25.139785,,Geocode Success,"LINZ: 21 Belgate Place, Somerville, Auckland → -36.91113792, 174.927218"
